,date,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
320,2014-11-17 04:00:00+00:00,51.1376,37.2776,0.90944874,10.927006
321,2014-11-18 04:00:00+00:00,39.9776,26.5676,0.0,16.587019
322,2014-11-19 04:00:00+00:00,31.517601,22.607601,0.0,13.245609
323,2014-11-20 04:00:00+00:00,45.917603,30.8876,0.0,13.52044
324,2014-11-21 04:00:00+00:00,36.1976,26.7476,0.0,15.838529
325,2014-11-22 04:00:00+00:00,41.7776,24.4976,0.0,10.981824
326,2014-11-23 04:00:00+00:00,53.2976,35.2076,0.0,9.574778
327,2014-11-24 04:00:00+00:00,68.2376,49.3376,0.38976377,19.969532
328,2014-11-25 04:00:00+00:00,61.217598,45.1976,0.0,14.607455
329,2014-11-26 04:00:00+00:00,45.737602,34.6676,1.0314959,12.719464
330,2014-11-27 04:00:00+00:00,39.7076,27.6476,0.0,9.398062
331,2014-11-28 04:00:00+00:00,35.9276,21.7976,0.0,12.439008
332,2014-11-29 04:00:00+00:00,35.2976,28.0976,0.0,7.074015
333,2014-11-30 04:00:00+00:00,52.0376,34.5776,0.0,11.364753
334,2014-12-01 04:00:00+00:00,63.5576,42.5876,0.06692913,12.479173
335,2014-12-02 04:00:00+00:00,45.737602,35.7476,0.14173228,10.1284485
336,2014-12-03 04:00:00+00:00,48.4376,38.6276,0.114173226,10.73993
337,2014-12-04 04:00:00+00:00,44.1176,30.2576,0.0,9.888451
338,2014-12-05 04:00:00+00:00,47.0876,31.7876,0.12992126,6.891267
339,2014-12-06 04:00:00+00:00,48.9776,40.5176,0.503937,13.245609
340,2014-12-07 04:00:00+00:00,44.1176,31.2476,0.12992126,15.047878
341,2014-12-08 04:00:00+00:00,34.7576,27.6476,0.0,11.811699
342,2014-12-09 04:00:00+00:00,40.787598,34.8476,2.4921257,15.71801
343,2014-12-10 04:00:00+00:00,39.8876,33.2276,0.023622047,16.51294
344,2014-12-11 04:00:00+00:00,36.5576,31.8776,0.07480316,13.451794
345,2014-12-12 04:00:00+00:00,39.1676,29.0876,0.0,10.51628
346,2014-12-13 04:00:00+00:00,42.1376,31.517601,0.0,10.924716
347,2014-12-14 04:00:00+00:00,46.0976,32.5976,0.0,9.660629
348,2014-12-15 04:00:00+00:00,47.4476,33.8576,0.0,6.142592
349,2014-12-16 04:00:00+00:00,52.0376,31.3376,0.13385826,7.7653227
350,2014-12-17 04:00:00+00:00,51.0476,39.1676,0.0,12.598899
